wav,text,speaker,phonemes
wavs/000000.wav,त्यौहारों पर हमारे यहाँ स्पेशली मिठाइयाँ बनाई जाती हैं जो हम अपने आस पड़ोस में लोगों में बांटते हैं,S4257793000368971,tːjɔːhˈaːɾõ pˈʌɾ həmˌaːɾeː jˈʌhã spˈeːʃlˌi mɪʈʰˈaːɪjˌã bənˈaːi ɟˈaːti hɛ̃ ɟˈoː hˌəm ˈʌpnˌeː ˈaːs pər.ˈoːs mẽː lˈoːɡõ mẽː bˈãʈtˌeː hɛ̃
wavs/000001.wav,कि त्यौहार पर हर ख़ुशी होती है हर कोई ख़ुश रहता है तो ख़ुशी में हम बोलते हैं अपने आप मिठाइयाँ पकाई जाती हैं मिठाइयाँ बनाई जाती है मीठे चीज़ ज़्यादा बनाया जाता है पूड़ी हलवा बनता है वह बांटा जाता है लोगों के यहाँ,S4257793000368971,kˈɪ tːjɔːhˈaːɾ pˈʌɾ hˈʌɾ xˈʊʃi hˈoːti hɛː hˈʌɾ kˈoːi xˈʊʃ ɾˈʌhətˌaː hɛː tˈoː xˈʊʃi mẽː hˌəm bˈoːltˌeː hɛ̃ ˈʌpnˌeː ˌaːp mɪʈʰˈaːɪjˌã pəkˈaːi ɟˈaːti hɛ̃ mɪʈʰˈaːɪjˌã bənˈaːi ɟˈaːti hɛː mˈiːʈʰeː cˈiːz zjˈaːdaː bənˈaːjaː ɟˈaːtaː hɛː pˈuːr.i hˈʌlʋˌaː bˈʌntˌaː hɛː ʋˌəh bˈãʈaː ɟˈaːtaː hɛː lˈoːɡõ keː jˈʌhã
wavs/000002.wav,तो त्यौहारों पर हम बहुत सारी स्पेशल स्पेशल स्पेसिफिक त्यौहार पर स्पेसिफिक डिश होता है जैसे हम लोग,S4257793000368971,tˈoː tːjɔːhˈaːɾõ pˈʌɾ hˌəm bˈʌhʊt sˈaːɾi spˈeːʃəl spˈeːʃəl spˈeːsɪpʰˌɪk tːjɔːhˈaːɾ pˈʌɾ spˈeːsɪpʰˌɪk ɖˈɪʃ hˈoːtaː hɛː ɟˈɛːseː hˌəm lˈoːɡ
wavs/000003.wav,मकर संक्रांति मनाते हैं उस पर हम गुड़ से रिलेटेड चीज़ें बनाते हैं और जैसे दिवाली आती है तो हम उस दिन जो है,S4257793000368971,mˈʌkəɾ səŋkɾˈãtɪ mənˈaːteː hɛ̃ ˈʊs pˈʌɾ hˌəm ɡˈʊr. seː ɾˌɪleːʈˈeːɖ cˈiːzẽː bənˈaːteː hɛ̃ ɔːɾ ɟˈɛːseː dɪʋˈaːli ˈaːti hɛː tˈoː hˌəm ˈʊs dˈɪn ɟˈoː hɛː
wavs/000004.wav,मिठाइयाँ बनाते हैं पूड़ी बनाते हैं सब कुछ बनाते हैं इस तरह से हर स्पेसिफिक त्यौहार पर हम अलग अलग चीज़ें बनाते हैं,S4257793000368971,mɪʈʰˈaːɪjˌã bənˈaːteː hɛ̃ pˈuːr.i bənˈaːteː hɛ̃ sˈʌb kˈʊcʰ bənˈaːteː hɛ̃ ˈɪs tˈʌɾəh seː hˈʌɾ spˈeːsɪpʰˌɪk tːjɔːhˈaːɾ pˈʌɾ hˌəm ˈʌləɡ ˈʌləɡ cˈiːzẽː bənˈaːteː hɛ̃
wavs/000005.wav,नमस्ते सर,S4257793000368971,nəmˈʌsteː sˈʌɾ
wavs/000006.wav,सर मेरी ये कार है मेरी इसकी सर्विस करवाना है इसमें जो है मोबिल इसका ख़राब हो गया है पल्टी करवाना है और कुछ नट बोल्ट्स हैं जो ढीले ढीले हो गए हैं उसको टाइट करना है,S4257793000368971,sˈʌɾ mˌeːɾi jeː kˈaːɾ hɛː mˌeːɾi ˈɪskˌi sˈʌrʋɪs kˌəɾʋˈaːnaː hɛː ˈɪsmˌẽː ɟˈoː hɛː mˈoːbɪl ˌɪskˌaː xəɾˈaːb hoː ɡˈʌjaː hɛː pˈʌlʈi kˌəɾʋˈaːnaː hɛː ɔːɾ kˈʊcʰ nˈʌʈ bˈoːlʈs hɛ̃ ɟˈoː ɖʰˈiːleː ɖʰˈiːleː hoː ɡˈʌeː hɛ̃ ˈʊskˌoː ʈˈaːɪʈ kˈʌɾnˌaː hɛː
wavs/000007.wav,जी सर ये क्रेटा है क्रेटा,S4257793000368971,ɟˈi sˈʌɾ jeː kɾˈeːʈaː hɛː kɾˈeːʈaː
wavs/000008.wav,जी इसमें मोबिल पल्टी करवाना है,S4257793000368971,ɟˈi ˈɪsmˌẽː mˈoːbɪl pˈʌlʈi kˌəɾʋˈaːnaː hɛː
wavs/000009.wav,सर माइलेज बहुत कम देने लगी है कार कार मेरी और ऑइल पल्टी करवाना है उसके बाद और कहीं कहीं आसपास से ये नीचे से आवाज आती है टायर के बगल से जो पार्ट है तो मुझे लगता है कुछ ढीला हो गया है उसके बाद,S4257793000368971,sˈʌɾ mˌaːɪlˈeːɟ bˈʌhʊt kˈʌm dˈeːneː lˈʌɡi hɛː kˈaːɾ kˈaːɾ mˌeːɾi ɔːɾ ˈɔɪl pˈʌlʈi kˌəɾʋˈaːnaː hɛː ˌʊskˌeː bˈaːd ɔːɾ kˈʌhĩ kˈʌhĩ ˌaːspˈaːs seː jeː nˈiːceː seː aːʋˈaːɟ ˈaːti hɛː ʈˈaːjəɾ keː bˈʌɡəl seː ɟˈoː pˈaːɾʈ hɛː tˈoː mˌʊɟʰeː lˈʌɡtˌaː hɛː kˈʊcʰ ɖʰˈiːlaː hoː ɡˈʌjaː hɛː ˌʊskˌeː bˈaːd
