wav,text,speaker,phonemes
wavs/000000.wav,बस यात्रा बस यात्रा हर कोई को पसंद होती हैं और ट्रेवेल करना हर किसी को पसंद होता है यात्रा में जाना और नई नई जगहों में घूमना लोगों को अक्सर पसंद आता है,S4256622900323649,bˈʌs jˈaːtɾaː bˈʌs jˈaːtɾaː hˈʌɾ kˈoːi koː pəsˈʌnd hˈoːti hɛ̃ ɔːɾ ʈɾeːʋˈeːl kˈʌɾnˌaː hˈʌɾ kˈɪsi koː pəsˈʌnd hˈoːtaː hɛː jˈaːtɾaː mẽː ɟˈaːnaː ɔːɾ nˈʌi nˈʌi ɟˈʌɡhˌõ mẽː ɡʰˈuːmnˌaː lˈoːɡõ koː ˈʌksəɾ pəsˈʌnd ˈaːtaː hɛː
wavs/000001.wav,उन्हीं में से एक यात्रा होती है बस यात्रा जिन जगहों पर ट्रेन और प्लेन वगैरह नहीं जा पाते लोकल जगहों में जहाँ पे इस सब चीज़ों की सुविधा नहीं होती है वहाँ पे लोग ज़्यादा से ज़्यादा बस से और गाड़ियों से जाते हैं फोर व्हीलर गाड़ियों से,S4256622900323649,ˈʊnhĩ mẽː seː ˈeːk jˈaːtɾaː hˈoːti hɛː bˈʌs jˈaːtɾaː ɟˈɪn ɟˈʌɡhˌõ pˈʌɾ ʈɾˈeːn ɔːɾ plˈeːn ʋəɡˈɛːɾəh nˈʌhĩ ɟˈaː pˈaːteː lˈoːkəl ɟˈʌɡhˌõ mẽː ɟˈʌhã pˈeː ˈɪs sˈʌb cˈiːzõ ki sˈʊʋɪdʰˌaː nˈʌhĩ hˈoːti hɛː ʋˈʌhã pˈeː lˈoːɡ zjˈaːdaː seː zjˈaːdaː bˈʌs seː ɔːɾ ɡˈaːr.ɪjˌõ seː ɟˈaːteː hɛ̃ pʰˈoːɾ ʋhˈiːləɾ ɡˈaːr.ɪjˌõ seː
wavs/000002.wav,आउ वहाँ पे जाके इन्जॉय करते हैं जिन जगहों पे की रोडें अच्छी नहीं है और दूसरे,S4256622900323649,ˈaːʊ ʋˈʌhã pˈeː ɟˈaːkeː ˈɪnɟɔj kˈʌɾtˌeː hɛ̃ ɟˈɪn ɟˈʌɡhˌõ pˈeː ki ɾˈoːɖẽː ˈʌcʰcʰi nˈʌhĩ hɛː ɔːɾ dˈuːsɾˌeː
wavs/000003.wav,वो साधन नहीं है जाने के वहाँ पे लोग बस से जाते हैं आउ बस की ट्रिप लोग बहुत पसंद करते हैं अक्सर लोग फैमिली ट्रिप पे जाते हैं बस की आउ नई नई जगह घूमते हैं लोगों को बहुत पसंद आती है ये सब ट्रिप वगैरह पे जाना हो,S4256622900323649,ʋoː sˈaːdʰən nˈʌhĩ hɛː ɟˈaːneː keː ʋˈʌhã pˈeː lˈoːɡ bˈʌs seː ɟˈaːteː hɛ̃ ˈaːʊ bˈʌs ki ʈɾˈɪp lˈoːɡ bˈʌhʊt pəsˈʌnd kˈʌɾtˌeː hɛ̃ ˈʌksəɾ lˈoːɡ pʰˈɛːmɪlˌi ʈɾˈɪp pˈeː ɟˈaːteː hɛ̃ bˈʌs ki ˈaːʊ nˈʌi nˈʌi ɟˈʌɡəh ɡʰˈuːmtˌeː hɛ̃ lˈoːɡõ koː bˈʌhʊt pəsˈʌnd ˈaːti hɛː jeː sˈʌb ʈɾˈɪp ʋəɡˈɛːɾəh pˈeː ɟˈaːnaː hoː
wavs/000004.wav,बस यात्रा पे जाना,S4256622900323649,bˈʌs jˈaːtɾaː pˈeː ɟˈaːnaː
wavs/000005.wav,हाँ मेरी बात क्या कृष्णा से हो रही है,S4256622900323649,hˈã mˌeːɾi bˈaːt kːjaː kɾˈɪʂɳaː seː hoː ɾˌəhi hɛː
wavs/000006.wav,जी तो मैं मुझे असल में अपने ऑफिस में रेनोवेशन करवाना है,S4256622900323649,ɟˈi tˈoː mɛ̃ mˌʊɟʰeː ˈʌsəl mẽː ˈʌpnˌeː ˈɔpʰɪs mẽː ɾˌeːnoːʋˈeːʃən kˌəɾʋˈaːnaː hɛː
wavs/000007.wav,हाँ तो मैं अपने ऑफिस में रेनोवेशन करवाना चाहता हूँ तो मैं ये चाहता हूँ कि जो मेरा बजट है वो है पाँच हज़ार का,S4256622900323649,hˈã tˈoː mɛ̃ ˈʌpnˌeː ˈɔpʰɪs mẽː ɾˌeːnoːʋˈeːʃən kˌəɾʋˈaːnaː cˈaːhətˌaː hũ tˈoː mɛ̃ jeː cˈaːhətˌaː hũ kˈɪ ɟˈoː mˌeːɾaː bˈʌɟəʈ hɛː ʋoː hɛː pˈãnc həzˈaːɾ kaː
wavs/000008.wav,तो उतने में हो जाएगा क्या ओ उसमें क्या क्या यानि वो मिल जाएंगे अपन को,S4256622900323649,tˈoː ˈʊtnˌeː mẽː hoː ɟaːˈeːɡaː kːjaː ˈoː ˈʊsmˌẽː kːjaː kːjaː jˈaːnɪ ʋoː mˈɪl ɟaːˈẽːɡeː ˈʌpən koː
wavs/000009.wav,कौन कौन सी चीज़ें मिल जाएंगी उस बजट में अपन को ये आप मेरे को थोड़ा बता सकते हैं क्या,S4256622900323649,kˈɔːn kˈɔːn sˈi cˈiːzẽː mˈɪl ɟaːˈẽːɡi ˈʊs bˈʌɟəʈ mẽː ˈʌpən koː jeː ˌaːp mˌeːɾeː koː tʰˈoːr.aː bˈʌtaː sˈʌktˌeː hɛ̃ kːjaː
