wav,text,speaker,phonemes
wavs/000000.wav,क्या कोई घायल है या किसी प्रकार की आपातकालीन चिकित्सक सहायता की आवश्यकता में है,S4259056800334662,kːjaː kˈoːi ɡʰˈaːjəl hɛː jˈaː kˈɪsi pɾəkˈaːɾ ki ˌaːpaːtkaːlˈiːn cɪkˈɪtsək səhˈaːjtˌaː ki aːʋˈʌʃjəktaː mẽː hɛː
wavs/000001.wav,मैं सोच रहा हूँ कि क्या आप फ्लिपकार्ट फैशन से मेरे हूडी ऑर्डर पर एक अद्यतन प्रदान कर सकते हैं,S4259056800334662,mɛ̃ sˈoːc ɾˌəhaː hũ kˈɪ kːjaː ˌaːp pʰlˌɪpkˈaːɾʈ pʰˈɛːʃən seː mˌeːɾeː hˈuːɖi ˈɔɾɖəɾ pˈʌɾ ˈeːk ˈʌdjətˌən pɾədˈaːn kˈʌɾ sˈʌktˌeː hɛ̃
wavs/000002.wav,हाँ सर प्रणाम जी मैं जी मैं सपना कुमारी बोल रही हूँ मैं अपने घर से मार्केट जा रही थी,S4259056800334662,hˈã sˈʌɾ pɾəɳˈaːm ɟˈi mɛ̃ ɟˈi mɛ̃ sˈʌpnˌaː kʊmˈaːɾi bˈoːl ɾˌəhi hũ mɛ̃ ˈʌpnˌeː ɡʰˈʌɾ seː mˈaːɾkeːʈ ɟˈaː ɾˌəhi tʰi
wavs/000003.wav,वहीं पे रास्ते में मेरा छीन झपट हो गया लूटपाट हो गया है तो हम कंप्लेन भी करवाए हैं सर तो थाना में तो जल्दी से वहाँ से पुलिस नहीं आई है तो आपकी थाना का व्यवस्था बहुत खराब है सर बहुत मतलब गड़बड़ वाली बात है आप पुलिस हैं तो आपको सहायता करनी चाहिए आप जी जी,S4259056800334662,ʋˈʌhĩ pˈeː ɾˈaːsteː mẽː mˌeːɾaː cʰˈiːn ɟʰˈʌpəʈ hoː ɡˈʌjaː lˌuːʈpˈaːʈ hoː ɡˈʌjaː hɛː tˈoː hˌəm kəmplˈeːn bʰˈi kˌəɾʋˈaːeː hɛ̃ sˈʌɾ tˈoː tʰˈaːnaː mẽː tˈoː ɟˈʌldi seː ʋˈʌhã seː pˈʊlɪs nˈʌhĩ ˈaːi hɛː tˈoː ˌaːpkˌi tʰˈaːnaː kaː ʋjəʋˈʌstʰaː bˈʌhʊt kʰəɾˈaːb hɛː sˈʌɾ bˈʌhʊt mˈʌtəlˌəb ɡˈʌr.əbˌər. ʋˈaːli bˈaːt hɛː ˌaːp pˈʊlɪs hɛ̃ tˈoː ˌaːpkˌoː səhˈaːjtˌaː kˈʌɾnˌi cˈaːhɪˌeː ˌaːp ɟˈi ɟˈi
wavs/000004.wav,जी जी,S4259056800334662,ɟˈi ɟˈi
wavs/000005.wav,जी हम जी हम मुरलीगंज जा रहे थे मुरलीगंज में है देनापुला चौक पे हैं जी,S4259056800334662,ɟˈi hˌəm ɟˈi hˌəm mˌʊɾliɡˈʌɲɟ ɟˈaː ɾˌəheː tʰeː mˌʊɾliɡˈʌɲɟ mẽː hɛː deːnˈaːpʊlˌaː cˈɔːk pˈeː hɛ̃ ɟˈi
wavs/000006.wav,जी नहीं मेरा यही मोबाइल नंबर है सर मेरा मोबाइल नंबर लिख लीजिए,S4259056800334662,ɟˈi nˈʌhĩ mˌeːɾaː jˈʌhi moːbˈaːɪl nˈʌmbəɾ hɛː sˈʌɾ mˌeːɾaː moːbˈaːɪl nˈʌmbəɾ lˈɪkʰ lˈiːɟɪˌeː
wavs/000007.wav,जी मेरा एक इ कान में बाली था सर वही छीन लिया गया पर्स था हैंड पर्स था मोबाइल था कुछ पैसा था सर वही छीन लिया है,S4259056800334662,ɟˈi mˌeːɾaː ˈeːk ˈɪ kˈaːn mẽː bˈaːli tʰaː sˈʌɾ ʋˈʌhi cʰˈiːn lˈɪjaː ɡˈʌjaː pˈʌrs tʰaː hˈɛ̃ɖ pˈʌrs tʰaː moːbˈaːɪl tʰaː kˈʊcʰ pˈɛːsaː tʰaː sˈʌɾ ʋˈʌhi cʰˈiːn lˈɪjaː hɛː
wavs/000008.wav,पर्स में मोबाइल था और पैसा था सर,S4259056800334662,pˈʌrs mẽː moːbˈaːɪl tʰaː ɔːɾ pˈɛːsaː tʰaː sˈʌɾ
wavs/000009.wav,जी,S4259056800334662,ɟˈi
wavs/000010.wav,जी,S4259056800334662,ɟˈi
wavs/000011.wav,सर हम बहुत देर पहले हम थाना में <unintelligible> नहीं बहुत देर पहले हम दिए थे आवेदन लेकिन अभी तक कोई नहीं आया है सर क्या बात है सर जी,S4259056800334662,sˈʌɾ hˌəm bˈʌhʊt dˈeːɾ pˈʌhəlˌeː hˌəm tʰˈaːnaː mẽː (en)ˌʌnɪntˈɛlɪdʒəbəl(hi) nˈʌhĩ bˈʌhʊt dˈeːɾ pˈʌhəlˌeː hˌəm dˈɪeː tʰeː aːʋˈeːdən lˈeːkɪn ˈʌbʰi tˌək kˈoːi nˈʌhĩ ˈaːjaː hɛː sˈʌɾ kːjaː bˈaːt hɛː sˈʌɾ ɟˈi
wavs/000012.wav,तो हम तो सर हम तो सर हैं इसी जगह हम बहुत देर से इंतज़ार कर रहे हैं लेकिन कोई नहीं आ रहा है सर बहुत गड़बड़ बात है सर,S4259056800334662,tˈoː hˌəm tˈoː sˈʌɾ hˌəm tˈoː sˈʌɾ hɛ̃ ˈɪsi ɟˈʌɡəh hˌəm bˈʌhʊt dˈeːɾ seː ˌĩtzˈaːɾ kˈʌɾ ɾˌəheː hɛ̃ lˈeːkɪn kˈoːi nˈʌhĩ ˈaː ɾˌəhaː hɛː sˈʌɾ bˈʌhʊt ɡˈʌr.əbˌər. bˈaːt hɛː sˈʌɾ
wavs/000013.wav,जी,S4259056800334662,ɟˈi
wavs/000014.wav,जी,S4259056800334662,ɟˈi
wavs/000015.wav,सर इसमें कहाँ कमी है सर ये कमी है कहीं इस प्रशासन में कहीं कमी है कुछ ना कुछ जी,S4259056800334662,sˈʌɾ ˈɪsmˌẽː kˈʌhã kˈʌmi hɛː sˈʌɾ jeː kˈʌmi hɛː kˈʌhĩ ˈɪs pɾəʃˈaːsən mẽː kˈʌhĩ kˈʌmi hɛː kˈʊcʰ nˈaː kˈʊcʰ ɟˈi
wavs/000016.wav,ऐसा नहीं रहना चाहिए सर मतलब इसका मतलब कि कोई गरीब आदमी लुट जाए तो उसे लुटा दिया जाएगा सर,S4259056800334662,ˈɛːsaː nˈʌhĩ ɾˈʌhənˌaː cˈaːhɪˌeː sˈʌɾ mˈʌtəlˌəb ˌɪskˌaː mˈʌtəlˌəb kˈɪ kˈoːi ɡəɾˈiːb ˈaːdmˌi lˈʊʈ ɟˈaːeː tˈoː ˈʊseː lˈʊʈaː dˈɪjaː ɟaːˈeːɡaː sˈʌɾ
wavs/000017.wav,जी जी जी,S4259056800334662,ɟˈi ɟˈi ɟˈi
wavs/000018.wav,थाना में तो सर थाना में तो सुनते हैं ज़्यादातर अमीरों का ही सुना जाता है ऐसा तो कोई बात नहीं ना है सर,S4259056800334662,tʰˈaːnaː mẽː tˈoː sˈʌɾ tʰˈaːnaː mẽː tˈoː sˈʊntˌeː hɛ̃ zjaːdˈaːtəɾ ʌmˈiːɾõ kaː hˈi sˈʊnaː ɟˈaːtaː hɛː ˈɛːsaː tˈoː kˈoːi bˈaːt nˈʌhĩ nˈaː hɛː sˈʌɾ
wavs/000019.wav,सर,S4259056800334662,sˈʌɾ
wavs/000020.wav,नहीं ना ऐसा कोई बात है एकदम जी,S4259056800334662,nˈʌhĩ nˈaː ˈɛːsaː kˈoːi bˈaːt hɛː ˈeːkədˌəm ɟˈi
wavs/000021.wav,कितना देर में आ रहे हैं,S4259056800334662,kˈɪtnˌaː dˈeːɾ mẽː ˈaː ɾˌəheː hɛ̃
wavs/000022.wav,सर,S4259056800334662,sˈʌɾ
wavs/000023.wav,हलो,S4259056800334662,hˈʌloː
wavs/000024.wav,क्या आप कृपया आवेदन आइ डी ए पी एल दो ज़ीरो दो तीन ज़ीरो चार एक सात ज़ीरो ज़ीरो चार और मेरी पासपोर्ट सँख्या के अन्तिम चार अंकों छह दो नौ छह के साथ मेरे पासपोर्ट आवेदन की इस्थिति की जाँच कर सकते हैं,S4259056800334662,kːjaː ˌaːp kɾˈɪpjˌaː aːʋˈeːdən ˈaːɪ ɖˈi ˈeː pˈi ˈeːl dˈoː zˈiːɾoː dˈoː tˈiːn zˈiːɾoː cˈaːɾ ˈeːk sˈaːt zˈiːɾoː zˈiːɾoː cˈaːɾ ɔːɾ mˌeːɾi pˌaːspˈoːɾʈ sˈʌnkʰjaː keː ˈʌntɪm cˈaːɾ ˈʌŋkõ cʰˈʌh dˈoː nˈɔː cʰˈʌh keː sˈaːtʰ mˌeːɾeː pˌaːspˈoːɾʈ aːʋˈeːdən ki ˈɪstʰɪtˌɪ ki ɟˈãnc kˈʌɾ sˈʌktˌeː hɛ̃
wavs/000025.wav,क्या आप मेरा आधार कार्ड डाउनलोड करने में मेरी मदद कर सकते हैं मेरे पास मेरा आधार नम्बर आठ चार छह सात तीन तीन आठ नौ दो तीन छह तीन और ओ टी पी दो ज़ीरो एक पाँच है,S4259056800334662,kːjaː ˌaːp mˌeːɾaː aːdʰˈaːɾ kˈaːɾɖ ɖˌaːʊnlˈoːɖ kˈʌɾnˌeː mẽː mˌeːɾi mˈʌdəd kˈʌɾ sˈʌktˌeː hɛ̃ mˌeːɾeː pˈaːs mˌeːɾaː aːdʰˈaːɾ nˈʌmbəɾ ˈaːʈʰ cˈaːɾ cʰˈʌh sˈaːt tˈiːn tˈiːn ˈaːʈʰ nˈɔː dˈoː tˈiːn cʰˈʌh tˈiːn ɔːɾ ˈoː ʈˈi pˈi dˈoː zˈiːɾoː ˈeːk pˈãnc hɛː
wavs/000026.wav,कृपया आवेदन आइ डी एपीएल दो जीरो दो तीन जीरो चार एक सात जीरो जीरो तीन और मेरे पासपोर्ट संख्या के अंतिम चार अंको,S4259056800334662,kɾˈɪpjˌaː aːʋˈeːdən ˈaːɪ ɖˈi ˌeːpiˈeːl dˈoː ɟˈiːɾoː dˈoː tˈiːn ɟˈiːɾoː cˈaːɾ ˈeːk sˈaːt ɟˈiːɾoː ɟˈiːɾoː tˈiːn ɔːɾ mˌeːɾeː pˌaːspˈoːɾʈ sˈʌŋkʰjaː keː ˈʌntɪm cˈaːɾ ˈʌŋkoː
wavs/000027.wav,पाँच आठ आठ दो का उपयोग करके मेरे पासपोर्ट आवेदन की स्थिति की जाँच करें,S4259056800334662,pˈãnc ˈaːʈʰ ˈaːʈʰ dˈoː kaː ˌʊpjˈoːɡ kˈʌɾkˌeː mˌeːɾeː pˌaːspˈoːɾʈ aːʋˈeːdən ki stʰˈɪtɪ ki ɟˈãnc kˈʌɾẽː
wavs/000028.wav,मैं अपने आधार विवरण को अद्यतन करना चाहता हूँ मेरा आधार नंबर,S4259056800334662,mɛ̃ ˈʌpnˌeː aːdʰˈaːɾ ʋˈɪʋəɾˌəɳ koː ˈʌdjətˌən kˈʌɾnˌaː cˈaːhətˌaː hũ mˌeːɾaː aːdʰˈaːɾ nˈʌmbəɾ
wavs/000029.wav,पाँच छः पाँच तीन एक एक नौ पाँच दो जीरो चार नौ है और ओ टी पी जीरो सात सात आठ है,S4259056800334662,pˈãnc cʰˈʌh pˈãnc tˈiːn ˈeːk ˈeːk nˈɔː pˈãnc dˈoː ɟˈiːɾoː cˈaːɾ nˈɔː hɛː ɔːɾ ˈoː ʈˈi pˈi ɟˈiːɾoː sˈaːt sˈaːt ˈaːʈʰ hɛː
wavs/000030.wav,रुको,S4259056800334662,ɾˈʊkoː
wavs/000031.wav,चालू,S4259056800334662,cˈaːluː
wavs/000032.wav,उन्होंने कार्यक्रमों की एक पूरी शृँखला पेश की और एक लोकप्रिय परिचारिका बन गईं,S4259056800334662,ʊnhˈõneː kˈaːrjəkɾˌəmõ ki ˈeːk pˈuːɾi ʃɾˈɪnkʰəlˌaː pˈeːʃ ki ɔːɾ ˈeːk loːkˈʌpɾɪj pˌəɾɪcˈaːɾɪkˌaː bˈʌn ɡəˈiːn
wavs/000033.wav,जी,S4259056800334662,ɟˈi
wavs/000034.wav,मैं भी एक शिक्षिका हूँ और मैं अपने इस्कूल में,S4259056800334662,mɛ̃ bʰˈi ˈeːk ʃˈɪkʃɪkˌaː hũ ɔːɾ mɛ̃ ˈʌpnˌeː ɪskˈuːl mˈẽː
wavs/000035.wav,समय से जाती हूँ और मेरी भी प्रधानाध्यापक समय से आते हैं अपना रूल फ्लो करते हैं,S4259056800334662,sˈʌmˌɛj seː ɟˈaːti hũ ɔːɾ mˌeːɾi bʰˈi pɾˌədʰaːnˈaːdʰjaːpˌək sˈʌmˌɛj seː ˈaːteː hɛ̃ ˈʌpnˌaː ɾˈuːl pʰlˈoː kˈʌɾtˌeː hɛ̃
wavs/000036.wav,तो प्रधानाध्यापक के ही अनुसार हम लोग अपना क्लास में जाते हैं उन्हीं के अनुसार रूल बनाया गया है,S4259056800334662,tˈoː pɾˌədʰaːnˈaːdʰjaːpˌək keː hˈi ˌʌnʊsˈaːɾ hˌəm lˈoːɡ ˈʌpnˌaː klˈaːs mẽː ɟˈaːteː hɛ̃ ˈʊnhĩ keː ˌʌnʊsˈaːɾ ɾˈuːl bənˈaːjaː ɡˈʌjaː hɛː
wavs/000037.wav,तो बच्चे को वो ज़्यादा केयर करते हैं बच्चे का बहुत ज़्यादा ध्यान रखते हैं कि इस्कूल के बाहर कैसे बगीचा लगाया जाए,S4259056800334662,tˈoː bˈʌcːeː koː ʋoː zjˈaːdaː kˈeːjəɾ kˈʌɾtˌeː hɛ̃ bˈʌcːeː kaː bˈʌhʊt zjˈaːdaː dʰjˈaːn ɾˈʌkʰtˌeː hɛ̃ kˈɪ ɪskˈuːl keː bˈaːhəɾ kˈɛːseː bəɡˈiːcaː ləɡˈaːjaː ɟˈaːeː
wavs/000038.wav,कैसे खेल का मैदान ग्राउन्ड ग्राउन्ड जैसे है बनाया जाए कि कैसे बच्चे मेरे पढ़के पढ़ने के बाद थोड़ा जो टिफ़िन होता है उसमें कैसे खेलेगा कैसे उसका मनोरंजन मन जी,S4259056800334662,kˈɛːseː kʰˈeːl kaː mɛːdˈaːn ɡɾaːˈʊnɖ ɡɾaːˈʊnɖ ɟˈɛːseː hɛː bənˈaːjaː ɟˈaːeː kˈɪ kˈɛːseː bˈʌcːeː mˌeːɾeː pˈʌr.həkˌeː pˈʌr.hənˌeː keː bˈaːd tʰˈoːr.aː ɟˈoː ʈˈɪfɪn hˈoːtaː hɛː ˈʊsmˌẽː kˈɛːseː kʰeːlˈeːɡaː kˈɛːseː ˌʊskˌaː mˌənoːɾˈʌɲɟən mˈʌn ɟˈi
wavs/000039.wav,जी,S4259056800334662,ɟˈi
wavs/000040.wav,जी,S4259056800334662,ɟˈi
wavs/000041.wav,जी,S4259056800334662,ɟˈi
wavs/000042.wav,बहुत बहुत,S4259056800334662,bˈʌhʊt bˈʌhʊt
wavs/000043.wav,जी,S4259056800334662,ɟˈi
wavs/000044.wav,जी,S4259056800334662,ɟˈi
