wav,text,speaker,phonemes
wavs/000000.wav,हेलो कहाँ से आए हैं आप,S4258899800379295,hˈeːloː kˈʌhã seː ˈaːeː hɛ̃ ˌaːp
wavs/000001.wav,कहाँ से आए हैं,S4258899800379295,kˈʌhã seː ˈaːeː hɛ̃
wavs/000002.wav,राजस्थान में खास,S4258899800379295,ɾˌaːɟstʰˈaːn mẽː kʰˈaːs
wavs/000003.wav,बेगूसराय में <unintelligible> देखने के लिए आए हैं,S4258899800379295,bˌeːɡuːsɾˈaːj mẽː (en)ˌʌnɪntˈɛlɪdʒəbəl(hi) dˈeːkʰnˌeː keː lˈɪeː ˈaːeː hɛ̃
wavs/000004.wav,नौलक्खा देखें,S4258899800379295,nɔːlˈʌkkʰaː dˈeːkʰẽː
wavs/000005.wav,नौला,S4258899800379295,nˈɔːlaː
wavs/000006.wav,नौलक्खा और जयपुर के मंदिर में क्या अंतर है कौन अच्छा लगा वह वह देखकर बताइएगा,S4258899800379295,nɔːlˈʌkkʰaː ɔːɾ ɟˈʌjpˌʊɾ keː mˈʌndɪɾ mẽː kːjaː ˈʌntəɾ hɛː kˈɔːn ˈʌcʰcʰaː lˈʌɡaː ʋˌəh ʋˌəh dˈeːkʰəkˌəɾ bˌətaːɪˈeːɡaː
wavs/000007.wav,उसके बाद जयमंगलागढ़ है,S4258899800379295,ˌʊskˌeː bˈaːd ɟˌəjəmˌəŋɡəlaːɡˈʌr.h hɛː
wavs/000008.wav,यहाँ पर दुर्गा पूजा और छठ ज़्यादा धूमधाम से मनाया जाता है,S4258899800379295,jˈʌhã pˈʌɾ dˈʊɾɡaː pˈuːɟaː ɔːɾ cʰˈʌʈʰ zjˈaːdaː dʰˌuːmdʰˈaːm seː mənˈaːjaː ɟˈaːtaː hɛː
wavs/000009.wav,दुर्गा पुर पूजा मंदिरों में मनाई जाती है <unintelligible>,S4258899800379295,dˈʊɾɡaː pˈʊɾ pˈuːɟaː mˈʌndɪɾˌõ mẽː mənˈaːi ɟˈaːti hɛː (en)ˌʌnɪntˈɛlɪdʒəbəl(hi)
wavs/000010.wav,मूर्ति बनाई जाती है और दस दिन जो जागरण का प्रोग्राम किया जाता है कलश स्थापन से लेकर विसर्जन तक विशेष पूजा अर्चना की जाती है लोग ज़्यादा इंट्रेस्टेड रहते हैं,S4258899800379295,mˈuːɾtɪ bənˈaːi ɟˈaːti hɛː ɔːɾ dˈʌs dˈɪn ɟˈoː ɟˈaːɡəɾˌəɳ kaː pɾˈoːɡɾaːm kˈɪjaː ɟˈaːtaː hɛː kˈʌləʃ stʰˈaːpən seː lˈeːkəɾ ʋɪsˈʌɾɟən tˌək ʋɪʃˈeːʂ pˈuːɟaː ˈʌɾcənˌaː ki ɟˈaːti hɛː lˈoːɡ zjˈaːdaː ĩʈɾˈeːsʈeːɖ ɾˈʌhətˌeː hɛ̃
