wav,text,speaker,phonemes
wavs/000000.wav,मंगलवार को मोहन के साथ बैठक निर्धारित करें,S4258472800314837,mˌəŋɡəlʋˈaːɾ koː mˈoːhən keː sˈaːtʰ bˈɛːʈʰək nɪɾdʰˈaːɾɪt kˈʌɾẽː
wavs/000001.wav,कुत्ता,S4258472800314837,kˈʊtːaː
wavs/000002.wav,मुझे पिन कोड सात आठ तीन शून्य तीन छः में अपने मौजूदा स्थान से नज़दीकी ई एस आई सी केंद्र दिखाइए,S4258472800314837,mˌʊɟʰeː pˈɪn kˈoːɖ sˈaːt ˈaːʈʰ tˈiːn ʃˈuːnjə tˈiːn cʰˈʌh mẽː ˈʌpnˌeː mɔːɟˈuːdaː stʰˈaːn seː nˌəzdˈiːki ˈi ˈeːs ˈaːi sˈi kˈẽːdɾə dɪkʰˈaːɪˌeː
wavs/000003.wav,हमारे यहाँ जोधपुर ज़िले में बहुत सारे स्थानीय शिक्षा जो शिक्षा देने वाले,S4258472800314837,həmˌaːɾeː jˈʌhã ɟˈoːdʰpˌʊɾ zˈɪleː mẽː bˈʌhʊt sˈaːɾeː stʰaːnˈiːj ʃˈɪkʃaː ɟˈoː ʃˈɪkʃaː dˈeːneː ʋˈaːleː
wavs/000004.wav,जो होते हैं वो बहु सारे हैं लेकिन जो जिसके पास थोड़ा ज़्यादा पैसा है वो उनके बच्चों को उस पर छोड़ पाता है,S4258472800314837,ɟˈoː hˈoːteː hɛ̃ ʋoː bˈʌhʊ sˈaːɾeː hɛ̃ lˈeːkɪn ɟˈoː ɟˈɪskˌeː pˈaːs tʰˈoːr.aː zjˈaːdaː pˈɛːsaː hɛː ʋoː ˌʊnkˌeː bˈʌcːõ koː ˈʊs pˈʌɾ cʰˈoːr. pˈaːtaː hɛː
wavs/000005.wav,और जिनके पास तो नहीं है वो नहीं जा सकते थे और अगर मेरे की मैं मैं अपनी बात बताऊँ,S4258472800314837,ɔːɾ ɟˈɪnkˌeː pˈaːs tˈoː nˈʌhĩ hɛː ʋoː nˈʌhĩ ɟˈaː sˈʌktˌeː tʰeː ɔːɾ ˌʌɡəɾ mˌeːɾeː ki mɛ̃ mɛ̃ ˈʌpnˌi bˈaːt bətˈaːũ
wavs/000006.wav,तो मैं मैं अपना जो पाठ पढ़ रही हूँ उसके लिए मैं अपने जिले को मतलब गर्व करना चाहती हूँ,S4258472800314837,tˈoː mɛ̃ mɛ̃ ˈʌpnˌaː ɟˈoː pˈaːʈʰ pˈʌr.h ɾˌəhi hũ ˌʊskˌeː lˈɪeː mɛ̃ ˈʌpnˌeː ɟˈɪleː koː mˈʌtəlˌəb ɡˈʌrʋ kˈʌɾnˌaː cˈaːhətˌi hũ
wavs/000007.wav,जिसके लिए मेरे ज़िला मेरे लिए मतलब मेरे लिए मेरे ज़िला और मेरा,S4258472800314837,ɟˈɪskˌeː lˈɪeː mˌeːɾeː zˈɪlaː mˌeːɾeː lˈɪeː mˈʌtəlˌəb mˌeːɾeː lˈɪeː mˌeːɾeː zˈɪlaː ɔːɾ mˌeːɾaː
wavs/000008.wav,जो राज्य है उसको गर्व करना पड़े तो मैं एक एसे पाठ पढ़ रहा हूँ जिसकी वजह से,S4258472800314837,ɟˈoː ɾˈaːɟjə hɛː ˈʊskˌoː ɡˈʌrʋ kˈʌɾnˌaː pˈʌr.eː tˈoː mɛ̃ ˈeːk ˈeːseː pˈaːʈʰ pˈʌr.h ɾˌəhaː hũ ɟˈɪskˌi ʋˈʌɟəh seː
wavs/000009.wav,मेरा विकास हो रहा है और मेरा जो सीखने की तरीक़ा परिवर्तन हो रहा है,S4258472800314837,mˌeːɾaː ʋɪkˈaːs hoː ɾˌəhaː hɛː ɔːɾ mˌeːɾaː ɟˈoː sˈiːkʰnˌeː ki təɾˈiːqaː pˌəɾɪʋˈʌɾtən hoː ɾˌəhaː hɛː
wavs/000010.wav,और अगर हम यहाँ पर कोई इंट्रान्स इग्जाम की बात करें तो यहाँ पर कुछ लोग मतलब ज़्यादा नहीं कुछ कोचिंग दे रहें,S4258472800314837,ɔːɾ ˌʌɡəɾ hˌəm jˈʌhã pˈʌɾ kˈoːi ĩʈɾˈaːns ɪɡɟˈaːm ki bˈaːt kˈʌɾẽː tˈoː jˈʌhã pˈʌɾ kˈʊcʰ lˈoːɡ mˈʌtəlˌəb zjˈaːdaː nˈʌhĩ kˈʊcʰ koːcˈĩɡ dˈeː ɾˈʌhẽː
wavs/000011.wav,और उनमें ज़्यादा अच्छे से नहीं कराते बस ऐसे ही करा देते हैं और हमारे जो इस्कूल की मतलब सरकारी इस्कूल की तो स्थिति मत बताओ वो इतना ख़राब जा रहा है लोगों का मतलब बच्चों का,S4258472800314837,ɔːɾ ˈʊnmˌẽː zjˈaːdaː ˈʌcʰcʰeː seː nˈʌhĩ kəɾˈaːteː bˈʌs ˈɛːseː hˈi kˈʌɾaː dˈeːteː hɛ̃ ɔːɾ həmˌaːɾeː ɟˈoː ɪskˈuːl ki mˈʌtəlˌəb sˌəɾkˈaːɾi ɪskˈuːl ki tˈoː stʰˈɪtɪ mˈʌt bətˈaːoː ʋoː ˈɪtnˌaː xəɾˈaːb ɟˈaː ɾˌəhaː hɛː lˈoːɡõ kaː mˈʌtəlˌəb bˈʌcːõ kaː
wavs/000012.wav,वो बहुत आ कर कुछ समझ नहीं पाते थे वहाँ से बस खेल कूद कर घूम कर फिर कर आ गए घर पर,S4258472800314837,ʋoː bˈʌhʊt ˈaː kˈʌɾ kˈʊcʰ sˈʌməɟʰ nˈʌhĩ pˈaːteː tʰeː ʋˈʌhã seː bˈʌs kʰˈeːl kˈuːd kˈʌɾ ɡʰˈuːm kˈʌɾ pʰˈɪɾ kˈʌɾ ˈaː ɡˈʌeː ɡʰˈʌɾ pˈʌɾ
wavs/000013.wav,घर पर आ कर खा कर सो गए वो क्या पाठ पढ़ेंगे उनको इस्कूल में कुछ बताया है नहीं ये एक बहुत बड़ी दिक्कत की बात है अगर हमारे यहाँ क्या क्या इस्कूल है,S4258472800314837,ɡʰˈʌɾ pˈʌɾ ˈaː kˈʌɾ kʰˈaː kˈʌɾ sˈoː ɡˈʌeː ʋoː kːjaː pˈaːʈʰ pər.hˈẽːɡeː ˈʊnkˌoː ɪskˈuːl mẽː kˈʊcʰ bətˈaːjaː hɛː nˈʌhĩ jeː ˈeːk bˈʌhʊt bˈʌr.i dˈɪkːət ki bˈaːt hɛː ˌʌɡəɾ həmˌaːɾeː jˈʌhã kːjaː kːjaː ɪskˈuːl hɛː
wavs/000014.wav,उसका नाम अगर हम बताएं वो आप सुन लीजिए थोड़ा धृति दीपा,S4258472800314837,ˌʊskˌaː nˈaːm ˌʌɡəɾ hˌəm bətˈaːẽː ʋoː ˌaːp sˈʊn lˈiːɟɪˌeː tʰˈoːr.aː dʰɾˈɪtɪ dˈiːpaː
