wav,text,speaker,phonemes
wavs/000000.wav,मैं पिछले पिछला सप्ताह के अपने बिजली बिल भुगतान इतिहास पर पश्चिम बंगाल राज्य विद्युत वितरण कंपनी लिमिटेड से एक रिपोर्ट का अनुरोध करना चाहता हूँ,S4258203800376610,mɛ̃ pˈɪcʰlˌeː pˈɪcʰlˌaː səptˈaːh keː ˈʌpnˌeː bˈɪɟlˌi bˈɪl bʰˌʊɡtˈaːn ˌɪtɪhˈaːs pˈʌɾ pˈʌʃcɪm bəŋɡˈaːl ɾˈaːɟjə ʋˈɪdjʊt ʋˈɪtəɾˌəɳ kˈʌmpənˌi lˌɪmɪʈˈeːɖ seː ˈeːk ɾɪpˈoːɾʈ kaː ˌʌnʊɾˈoːdʰ kˈʌɾnˌaː cˈaːhətˌaː hũ
wavs/000001.wav,हाँ जी नमस्ते बताएँ,S4258203800376610,hˈã ɟˈi nəmˈʌsteː bətˈaːj
wavs/000002.wav,बताएँ,S4258203800376610,bətˈaːj
wavs/000003.wav,ह्म्म,S4258203800376610,hmmˈə
wavs/000004.wav,ये ये बस जो है हमारी ये बस कोई छोटी मोटी टैक्सी तो है नहीं आप समझिए कि छोटी मोटी टैक्सी होती है तो उसको कहीं भी रोक दो आँए ये छोटी मोटी बस नहीं ये तो मतलब आपकी हमारी बस है ये तो बस तो एक निर्धारित समय से चलती है और इसका निर्धारित एक ढाबा होता है उस ढाबे पे ही रुकती है और,S4258203800376610,jeː jeː bˈʌs ɟˈoː hɛː həmˌaːɾi jeː bˈʌs kˈoːi cʰˈoːʈi mˈoːʈi ʈˈɛːksi tˈoː hɛː nˈʌhĩ ˌaːp sˈʌmɟʰˌɪeː kˈɪ cʰˈoːʈi mˈoːʈi ʈˈɛːksi hˈoːti hɛː tˈoː ˈʊskˌoː kˈʌhĩ bʰˈi ɾˈoːk dˈoː ˈaːneː jeː cʰˈoːʈi mˈoːʈi bˈʌs nˈʌhĩ jeː tˈoː mˈʌtəlˌəb ˌaːpkˌi həmˌaːɾi bˈʌs hɛː jeː tˈoː bˈʌs tˈoː ˈeːk nɪɾdʰˈaːɾɪt sˈʌmˌɛj seː cˈʌltˌi hɛː ɔːɾ ˌɪskˌaː nɪɾdʰˈaːɾɪt ˈeːk ɖʰˈaːbaː hˈoːtaː hɛː ˈʊs ɖʰˈaːbeː pˈeː hˈi ɾˈʊktˌi hɛː ɔːɾ
wavs/000005.wav,हाँ ठीक है आप सफ़र में चल रही हैं अगर अपने बच्चे को ले कर चल रही हैं तो छोटे बच्चे को ले कर सफ़र में चला जाता है तो उसके लिए सब व्यवस्था करके रखी जाती है आपके बच्चे हैं तो इसकी व्यवस्था आप करेंगी ना कि हम करेंगे,S4258203800376610,hˈã ʈʰˈiːk hɛː ˌaːp sˈʌfəɾ mẽː cˈʌl ɾˌəhi hɛ̃ ˌʌɡəɾ ˈʌpnˌeː bˈʌcːeː koː lˈeː kˈʌɾ cˈʌl ɾˌəhi hɛ̃ tˈoː cʰˈoːʈeː bˈʌcːeː koː lˈeː kˈʌɾ sˈʌfəɾ mẽː cˈʌlaː ɟˈaːtaː hɛː tˈoː ˌʊskˌeː lˈɪeː sˈʌb ʋjəʋˈʌstʰaː kˈʌɾkˌeː ɾˈʌkʰi ɟˈaːti hɛː ˌaːpkˌeː bˈʌcːeː hɛ̃ tˈoː ˈɪskˌi ʋjəʋˈʌstʰaː ˌaːp kəɾˈẽːɡi nˈaː kˈɪ hˌəm kəɾˈẽːɡeː
wavs/000006.wav,इसकी व्यवस्था तो आपको करनी चाहिए जो आप बच्चे ले के चल रही हैं छोटे बच्चे हैं तो इनके लिए आपको इनके लिए अब नाश्ते कि चीज़ इनके लिए भोजन और इनके लिए पानी वगैरह तो ये सब तो चीज़ तो आपको ले के चलनी चाहिए,S4258203800376610,ˈɪskˌi ʋjəʋˈʌstʰaː tˈoː ˌaːpkˌoː kˈʌɾnˌi cˈaːhɪˌeː ɟˈoː ˌaːp bˈʌcːeː lˈeː keː cˈʌl ɾˌəhi hɛ̃ cʰˈoːʈeː bˈʌcːeː hɛ̃ tˈoː ˈɪnkˌeː lˈɪeː ˌaːpkˌoː ˈɪnkˌeː lˈɪeː ˈʌb nˈaːʃteː kˈɪ cˈiːz ˈɪnkˌeː lˈɪeː bʰˈoːɟən ɔːɾ ˈɪnkˌeː lˈɪeː pˈaːni ʋəɡˈɛːɾəh tˈoː jeː sˈʌb tˈoː cˈiːz tˈoː ˌaːpkˌoː lˈeː keː cˈʌlnˌi cˈaːhɪˌeː
wavs/000007.wav,नहीं तो ऐसा है फिर आप थोड़ा बहुत कंट्रोल कीजिए भी किसी भी तरह से और भाई किसी के पास पानी वानी हो अगर बच्चा आपका ज़्यादा परेशान है तो पैसेन्जर और भी हैं भाई किसी के पास पानी हो तो भाई इनको दे दो,S4258203800376610,nˈʌhĩ tˈoː ˈɛːsaː hɛː pʰˈɪɾ ˌaːp tʰˈoːr.aː bˈʌhʊt kəɳʈɾˈoːl kˈiːɟɪˌeː bʰˈi kˈɪsi bʰˈi tˈʌɾəh seː ɔːɾ bʰˈaːi kˈɪsi keː pˈaːs pˈaːni ʋˈaːni hoː ˌʌɡəɾ bˈʌcːaː ˌaːpkˌaː zjˈaːdaː pˌəɾeːʃˈaːn hɛː tˈoː pɛːsˈeːnɟəɾ ɔːɾ bʰˈi hɛ̃ bʰˈaːi kˈɪsi keː pˈaːs pˈaːni hoː tˈoː bʰˈaːi ˈɪnkˌoː dˈeː dˈoː
wavs/000008.wav,और थोड़ा सा बच्चे को पिला दीजिए और सब्र कीजिए अभी एक डेढ़ घंटा तो आपको बर्दाश्त कर कम से कम डेढ़ घंटा लगेगा,S4258203800376610,ɔːɾ tʰˈoːr.aː sˈaː bˈʌcːeː koː pˈɪlaː dˈiːɟɪˌeː ɔːɾ sˈʌbɾə kˈiːɟɪˌeː ˈʌbʰi ˈeːk ɖˈeːr.h ɡʰˈʌɳʈaː tˈoː ˌaːpkˌoː bəɾdˈaːʃt kˈʌɾ kˈʌm seː kˈʌm ɖˈeːr.h ɡʰˈʌɳʈaː ləɡˈeːɡaː
wavs/000009.wav,इसके बाद में हमारी ढाबे पे बस रुकेगी वहीं पे आप जो चाहे ना अपने बच्चे को खिला देना,S4258203800376610,ˈɪskˌeː bˈaːd mẽː həmˌaːɾi ɖʰˈaːbeː pˈeː bˈʌs ɾʊkˈeːɡi ʋˈʌhĩ pˈeː ˌaːp ɟˈoː cˈaːheː nˈaː ˈʌpnˌeː bˈʌcːeː koː kʰˈɪlaː dˈeːnaː
wavs/000010.wav,और पिला देना क्योंकि अब भाई ये कोई टैक्सी हमारी छोटी है नहीं कि हम कहीं पे भी यों हीं रोक दें हमारा भी <unintelligible> मगर बस रोक दें,S4258203800376610,ɔːɾ pˈɪlaː dˈeːnaː kːjˈõkɪ ˈʌb bʰˈaːi jeː kˈoːi ʈˈɛːksi həmˌaːɾi cʰˈoːʈi hɛː nˈʌhĩ kˈɪ hˌəm kˈʌhĩ pˈeː bʰˈi jˈõ hˈĩ ɾˈoːk dˈẽː həmˌaːɾaː bʰˈi (en)ˌʌnɪntˈɛlɪdʒəbəl(hi) mˈʌɡəɾ bˈʌs ɾˈoːk dˈẽː
