wav,text,speaker,phonemes
wavs/000000.wav,हैलो,S4259001400330093,hˈɛːloː
wavs/000001.wav,हाँ मैडम नमस्कार मैं दीपक शर्मा बात कर रहा हूँ जी एलिस का पापा बात कर रहा हूँ मैडम मैं आपके स्कूल में मेरी बेटी का पढ़ती है और उसके लिए मैडम हम लोगों का पारिवारिक फंक्शन है तो चार दिन की छुट्टी की परमिशन चाहिए थी आपसे क्लास टीचर से बात की तो उन्होंने कहा कि आप एक बार प्रिंसिपल मैडम से बात कर लें,S4259001400330093,hˈã mˈɛːɖəm nˌəmskˈaːɾ mɛ̃ dˈiːpək ʃˈʌrmaː bˈaːt kˈʌɾ ɾˌəhaː hũ ɟˈi ˈeːlɪs kaː pˈaːpaː bˈaːt kˈʌɾ ɾˌəhaː hũ mˈɛːɖəm mɛ̃ ˌaːpkˌeː skˈuːl mẽː mˌeːɾi bˈeːʈi kaː pˈʌr.hətˌi hɛː ɔːɾ ˌʊskˌeː lˈɪeː mˈɛːɖəm hˌəm lˈoːɡõ kaː pˌaːɾɪʋˈaːɾɪk pʰˈʌŋkʃən hɛː tˈoː cˈaːɾ dˈɪn ki cʰˈʊʈʈi ki pˈʌɾmˌɪʃən cˈaːhɪˌeː tʰi ˈaːpsˌeː klˈaːs ʈˈiːcəɾ seː bˈaːt ki tˈoː ʊnhˈõneː kˈʌhaː kˈɪ ˌaːp ˈeːk bˈaːɾ pɾˈĩsɪpˌəl mˈɛːɖəm seː bˈaːt kˈʌɾ lˈẽː
wavs/000002.wav,जी मैडम,S4259001400330093,ɟˈi mˈɛːɖəm
wavs/000003.wav,मैडम पारिवारिक कार्यक्रम है और मेरी बहन के यहाँ ही कार्यक्रम है तो जाना बोहौत ज़्यादा ज़रूरी है और,S4259001400330093,mˈɛːɖəm pˌaːɾɪʋˈaːɾɪk kˈaːrjəkɾˌəm hɛː ɔːɾ mˌeːɾi bˈʌhən keː jˈʌhã hˈi kˈaːrjəkɾˌəm hɛː tˈoː ɟˈaːnaː boːhˈɔːt zjˈaːdaː zəɾˈuːɾi hɛː ɔːɾ
wavs/000004.wav,बच्चे का जो भी नुकसान होगा वह हम लोग घर पर ही उसकी मम्मी वह सब कवर करवाएँगे,S4259001400330093,bˈʌcːeː kaː ɟˈoː bʰˈi nˌʊksˈaːn hˈoːɡaː ʋˌəh hˌəm lˈoːɡ ɡʰˈʌɾ pˈʌɾ hˈi ˌʊskˌi mˈʌmmi ʋˌəh sˈʌb kˈʌʋəɾ kˌəɾʋaːˈẽːɡeː
wavs/000005.wav,और कर लेगी मैडम वह वैसे ही बहुत अच्छी स्टूडेंट है आपसे मिली भी है एक दो बार आपने भी उसका टेस्ट लिया है और उसको तभी उसको एग्जाम में अच्छे नंबर आए सारी एक्टिविटी में भी पार्टिसिपेट करती है वह और आपसे रिक्वेस्ट ही था कि आप कर दें मैडम जाना बहुत ज़रूरी है,S4259001400330093,ɔːɾ kˈʌɾ lˈeːɡi mˈɛːɖəm ʋˌəh ʋˈɛːseː hˈi bˈʌhʊt ˈʌcʰcʰi sʈuːɖˈẽːʈ hɛː ˈaːpsˌeː mˈɪli bʰˈi hɛː ˈeːk dˈoː bˈaːɾ ˈaːpnˌeː bʰˈi ˌʊskˌaː ʈˈeːsʈ lˈɪjaː hɛː ɔːɾ ˈʊskˌoː tˈʌbʰi ˈʊskˌoː ˈeːɡɟaːm mẽː ˈʌcʰcʰeː nˈʌmbəɾ ˈaːeː sˈaːɾi ˈeːkʈɪʋˌɪʈi mẽː bʰˈi pˈaːɾʈɪsˌɪpeːʈ kˈʌɾtˌi hɛː ʋˌəh ɔːɾ ˈaːpsˌeː ɾɪkʋˈeːsʈ hˈi tʰaː kˈɪ ˌaːp kˈʌɾ dˈẽː mˈɛːɖəm ɟˈaːnaː bˈʌhʊt zəɾˈuːɾi hɛː
wavs/000006.wav,यह है आप परमिशन दे देंगी तो फैमिली फंक्शन में सब अटेंड कर पाएँगे और बच्ची की भी बहुत इच्छा है,S4259001400330093,jˌəh hɛː ˌaːp pˈʌɾmˌɪʃən dˈeː dˈẽːɡi tˈoː pʰˈɛːmɪlˌi pʰˈʌŋkʃən mẽː sˈʌb ʌʈˈẽːɖ kˈʌɾ paːˈẽːɡeː ɔːɾ bˈʌcːi ki bʰˈi bˈʌhʊt ˈɪcʰcʰaː hɛː
wavs/000007.wav,हाँ हाँ मैडम आप निश्चिंत रहिए वह बिलकुल कवर कर लेगी जी जी जी उसकी पढ़ाई पे कोई परेशानी मैडम वो उसी की इच्छा है कि उसकी भुआ के कार्यक्रम में जाने के लिए वही ज़्यादा पीछे पड़ रही है वह भी यही कह रही थी कि मैडम बहुत डाँटेगी डर रही थी तो उसने कहा कि आप पापा बात कर लो,S4259001400330093,hˈã hˈã mˈɛːɖəm ˌaːp nɪʃcˈĩt ɾˈʌhɪˌeː ʋˌəh bˈɪlkˌʊl kˈʌʋəɾ kˈʌɾ lˈeːɡi ɟˈi ɟˈi ɟˈi ˌʊskˌi pər.hˈaːi pˈeː kˈoːi pˌəɾeːʃˈaːni mˈɛːɖəm ʋoː ˈʊsi ki ˈɪcʰcʰaː hɛː kˈɪ ˌʊskˌi bʰˈʊaː keː kˈaːrjəkɾˌəm mẽː ɟˈaːneː keː lˈɪeː ʋˈʌhi zjˈaːdaː pˈiːcʰeː pˈʌr. ɾˌəhi hɛː ʋˌəh bʰˈi jˈʌhi kˈʌh ɾˌəhi tʰi kˈɪ mˈɛːɖəm bˈʌhʊt ɖˈãnʈeːɡˌi ɖˈʌɾ ɾˌəhi tʰi tˈoː ˈʊsnˌeː kˈʌhaː kˈɪ ˌaːp pˈaːpaː bˈaːt kˈʌɾ lˈoː
wavs/000008.wav,तो मैंने कहा मैं मैडम से बात करता हूँ मैं स्कूल में आया था आप कहीं व्यस्त थीं तो क्लास टीचर मैडम ने नंबर दिया कि एक बार आप मैडम को फ़ोन लगाकर बोल दीजिए एक एप्लीकेशन दे दीजिए तो हम परमिशन दे देंगें क्योंकि अभी एग्जाम भी आ रही है मैडम,S4259001400330093,tˈoː mˈɛ̃neː kˈʌhaː mɛ̃ mˈɛːɖəm seː bˈaːt kˈʌɾtˌaː hũ mɛ̃ skˈuːl mẽː ˈaːjaː tʰaː ˌaːp kˈʌhĩ ʋjˈʌst tʰĩ tˈoː klˈaːs ʈˈiːcəɾ mˈɛːɖəm nˈeː nˈʌmbəɾ dˈɪjaː kˈɪ ˈeːk bˈaːɾ ˌaːp mˈɛːɖəm koː fˈoːn ləɡˈaːkəɾ bˈoːl dˈiːɟɪˌeː ˈeːk ˈeːplikˌeːʃən dˈeː dˈiːɟɪˌeː tˈoː hˌəm pˈʌɾmˌɪʃən dˈeː dˈẽːɡẽː kːjˈõkɪ ˈʌbʰi ˈeːɡɟaːm bʰˈi ˈaː ɾˌəhi hɛː mˈɛːɖəm
wavs/000009.wav,और अगर आप कर देंगे परमिशन तो हमारे घर का कार्यक्रम अच्छे से हो जाएगा और बच्ची का भी मन रह जाएगा तो आपसे रिक्वेस्ट था कि आप उसको परमिशन दे दें मैडम,S4259001400330093,ɔːɾ ˌʌɡəɾ ˌaːp kˈʌɾ dˈẽːɡeː pˈʌɾmˌɪʃən tˈoː həmˌaːɾeː ɡʰˈʌɾ kaː kˈaːrjəkɾˌəm ˈʌcʰcʰeː seː hoː ɟaːˈeːɡaː ɔːɾ bˈʌcːi kaː bʰˈi mˈʌn ɾˈʌh ɟaːˈeːɡaː tˈoː ˈaːpsˌeː ɾɪkʋˈeːsʈ tʰaː kˈɪ ˌaːp ˈʊskˌoː pˈʌɾmˌɪʃən dˈeː dˈẽː mˈɛːɖəm
wavs/000010.wav,जी जी मैडम,S4259001400330093,ɟˈi ɟˈi mˈɛːɖəm
wavs/000011.wav,वह हाँ परीक्षा उसका सिलेबस की और पूरी जो भी उसका होमवर्क वगैरह रह जाएगा क्लास का वह सब उसकी मम्मी और उसकी दादी हैं वह सब उसका करवा देंगी मैडम बिलकुल वह खुद भी बड़ी चिंता रखते हैं जी जी,S4259001400330093,ʋˌəh hˈã pəɾˈiːkʃaː ˌʊskˌaː sɪlˈeːbəs ki ɔːɾ pˈuːɾi ɟˈoː bʰˈi ˌʊskˌaː hˌoːməʋˈʌɾk ʋəɡˈɛːɾəh ɾˈʌh ɟaːˈeːɡaː klˈaːs kaː ʋˌəh sˈʌb ˌʊskˌi mˈʌmmi ɔːɾ ˌʊskˌi dˈaːdi hɛ̃ ʋˌəh sˈʌb ˌʊskˌaː kˈʌɾʋˌaː dˈẽːɡi mˈɛːɖəm bˈɪlkˌʊl ʋˌəh kʰˈʊd bʰˈi bˈʌr.i cˈĩtaː ɾˈʌkʰtˌeː hɛ̃ ɟˈi ɟˈi
wavs/000012.wav,नहीं नहीं मैडम वह तो कर लेगी कवर टीचर को भी मालूम है कि वह कर लेती है कवर और ऐसा कुछ नहीं है है ना वह मैडम होमवर्क भी हम कंप्लीट कर देंगे हम उसका घर पर बस आप परमिशन दे दें तो हम लोग अच्छे से चले जाएँगे,S4259001400330093,nˈʌhĩ nˈʌhĩ mˈɛːɖəm ʋˌəh tˈoː kˈʌɾ lˈeːɡi kˈʌʋəɾ ʈˈiːcəɾ koː bʰˈi maːlˈuːm hɛː kˈɪ ʋˌəh kˈʌɾ lˈeːti hɛː kˈʌʋəɾ ɔːɾ ˈɛːsaː kˈʊcʰ nˈʌhĩ hɛː hɛː nˈaː ʋˌəh mˈɛːɖəm hˌoːməʋˈʌɾk bʰˈi hˌəm kəmplˈiːʈ kˈʌɾ dˈẽːɡeː hˌəm ˌʊskˌaː ɡʰˈʌɾ pˈʌɾ bˈʌs ˌaːp pˈʌɾmˌɪʃən dˈeː dˈẽː tˈoː hˌəm lˈoːɡ ˈʌcʰcʰeː seː cˈʌleː ɟaːˈẽːɡeː
wavs/000013.wav,ठीक है मैडम,S4259001400330093,ʈʰˈiːk hɛː mˈɛːɖəm
wavs/000014.wav,हाँ मैडम बिलकुल चार दिन में तो हम लोग वापस आ जाएँगे यह है बीच में एक छुट्टी भी आ रही है रविवार की और सोमवार को वह स्कूल कंटिन्यू कर लेगी शनिवार का दिन है रविवार का दिन है और सोमवार के दिन सुबह तो वह स्कूल वह जॉइन कर ही लेगी मैडम जी बिलकुल,S4259001400330093,hˈã mˈɛːɖəm bˈɪlkˌʊl cˈaːɾ dˈɪn mẽː tˈoː hˌəm lˈoːɡ ʋˈaːpəs ˈaː ɟaːˈẽːɡeː jˌəh hɛː bˈiːc mẽː ˈeːk cʰˈʊʈʈi bʰˈi ˈaː ɾˌəhi hɛː ɾˌəʋɪʋˈaːɾ ki ɔːɾ sˌoːmʋˈaːɾ koː ʋˌəh skˈuːl kəɳʈˈɪnjuː kˈʌɾ lˈeːɡi ʃˌənɪʋˈaːɾ kaː dˈɪn hɛː ɾˌəʋɪʋˈaːɾ kaː dˈɪn hɛː ɔːɾ sˌoːmʋˈaːɾ keː dˈɪn sˈʊbəh tˈoː ʋˌəh skˈuːl ʋˌəh ɟˈɔɪn kˈʌɾ hˈi lˈeːɡi mˈɛːɖəm ɟˈi bˈɪlkˌʊl
wavs/000015.wav,ठीक है मैडम धन्यवाद मैडम ठीक है मैडम मैं फिर क्लास टीचर मैडम से फिर परमिशन बता दूँ कि आपने बोल दिया हैं उनको ले जाने का,S4259001400330093,ʈʰˈiːk hɛː mˈɛːɖəm dʰˌənjəʋˈaːd mˈɛːɖəm ʈʰˈiːk hɛː mˈɛːɖəm mɛ̃ pʰˈɪɾ klˈaːs ʈˈiːcəɾ mˈɛːɖəm seː pʰˈɪɾ pˈʌɾmˌɪʃən bˈʌtaː dˈũ kˈɪ ˈaːpnˌeː bˈoːl dˈɪjaː hɛ̃ ˈʊnkˌoː lˈeː ɟˈaːneː kaː
wavs/000016.wav,जी जी,S4259001400330093,ɟˈi ɟˈi
wavs/000017.wav,ठीक ठीक मैडम बहुत धन्यवाद मैडम ठीक है मैडम धन्यवाद जी नमस्ते,S4259001400330093,ʈʰˈiːk ʈʰˈiːk mˈɛːɖəm bˈʌhʊt dʰˌənjəʋˈaːd mˈɛːɖəm ʈʰˈiːk hɛː mˈɛːɖəm dʰˌənjəʋˈaːd ɟˈi nəmˈʌsteː
wavs/000018.wav,क्या केसरी केसर पर एक खरीदो और एक मुफ़्त पाओ उपलब्ध है,S4259001400330093,kːjaː kˈeːsɾˌi kˈeːsəɾ pˈʌɾ ˈeːk kʰəɾˈiːdoː ɔːɾ ˈeːk mˈʊft pˈaːoː ˌʊpəlˈʌbdʰ hɛː
wavs/000019.wav,हैलो,S4259001400330093,hˈɛːloː
wavs/000020.wav,हाँ मैडम बताइए शर्मा ट्रैवल से बात कर रहा हूँ,S4259001400330093,hˈã mˈɛːɖəm bətˈaːɪˌeː ʃˈʌrmaː ʈɾˈɛːʋəl seː bˈaːt kˈʌɾ ɾˌəhaː hũ
wavs/000021.wav,जी मैडम,S4259001400330093,ɟˈi mˈɛːɖəm
wavs/000022.wav,जी,S4259001400330093,ɟˈi
wavs/000023.wav,ठीक है मैडम,S4259001400330093,ʈʰˈiːk hɛː mˈɛːɖəm
wavs/000024.wav,मैडम हमारे पास में तो सभी प्रकार की कारें हैं आप को आप के साथ जो सात लोग आ रहे हैं उसमें महिलाएँ और पुरुष कितने हैं ये बता पाएँगी क्या या बच्चे हैं,S4259001400330093,mˈɛːɖəm həmˌaːɾeː pˈaːs mẽː tˈoː sˈʌbʰi pɾəkˈaːɾ ki kˈaːɾẽː hɛ̃ ˌaːp koː ˌaːp keː sˈaːtʰ ɟˈoː sˈaːt lˈoːɡ ˈaː ɾˌəheː hɛ̃ ˈʊsmˌẽː mˌəhɪlˈaːj ɔːɾ pˈʊɾʊʂ kˈɪtnˌeː hɛ̃ jeː bˈʌtaː paːˈẽːɡi kːjaː jˈaː bˈʌcːeː hɛ̃
wavs/000025.wav,जी,S4259001400330093,ɟˈi
wavs/000026.wav,ठीक है मैडम तो मैडम आपको उज्जैन आना है महाकालेश्वर दर्शन करने के लिए तो आपके लिए इनोवा गाड़ी सबसे अच्छी रहेगी मैम,S4259001400330093,ʈʰˈiːk hɛː mˈɛːɖəm tˈoː mˈɛːɖəm ˌaːpkˌoː ʊɟːˈɛːn ˈaːnaː hɛː mˌəhaːkaːlˈeːʃʋəɾ dˈʌrʃən kˈʌɾnˌeː keː lˈɪeː tˈoː ˌaːpkˌeː lˈɪeː ɪnˈoːʋaː ɡˈaːr.i sˈʌbsˌeː ˈʌcʰcʰi ɾəhˈeːɡi mˈɛːm
wavs/000027.wav,सात लोग आप आसानी से बैठ जाएँगे और इसके लिए आपको पंद्रह रुपए पर किलोमीटर का हम लोग चार्ज करेंगे,S4259001400330093,sˈaːt lˈoːɡ ˌaːp aːsˈaːni seː bˈɛːʈʰ ɟaːˈẽːɡeː ɔːɾ ˈɪskˌeː lˈɪeː ˌaːpkˌoː pˈʌndɾəh ɾˈʊpˌeː pˈʌɾ kˌɪloːmˈiːʈəɾ kaː hˌəm lˈoːɡ cˈaːɾɟ kəɾˈẽːɡeː
wavs/000028.wav,इसमें ए सी आपको अवेलेबल नहीं करा पाएँगे ए सी अगर आपको चलाना है क्योंकि यहाँ थोड़ी सी अब गर्मी बढ़ गई है तो ए सी अगर आप <unintelligible> तो उसके लिए आपको दो रुपए पर किलोमीटर एक्स्ट्रा आपको चार्ज देना पड़ेगा वो सत्रह रुपए पड़ेगा,S4259001400330093,ˈɪsmˌẽː ˈeː sˈi ˌaːpkˌoː ˌʌʋeːlˈeːbəl nˈʌhĩ kˈʌɾaː paːˈẽːɡeː ˈeː sˈi ˌʌɡəɾ ˌaːpkˌoː cəlˈaːnaː hɛː kːjˈõkɪ jˈʌhã tʰˈoːr.i sˈi ˈʌb ɡˈʌrmi bˈʌr.h ɡˈʌi hɛː tˈoː ˈeː sˈi ˌʌɡəɾ ˌaːp (en)ˌʌnɪntˈɛlɪdʒəbəl(hi) tˈoː ˌʊskˌeː lˈɪeː ˌaːpkˌoː dˈoː ɾˈʊpˌeː pˈʌɾ kˌɪloːmˈiːʈəɾ ˈeːksʈɾaː ˌaːpkˌoː cˈaːɾɟ dˈeːnaː pər.ˈeːɡaː ʋoː sˈʌtɾəh ɾˈʊpˌeː pər.ˈeːɡaː
wavs/000029.wav,जी मैडम तो मैडम आपको कहाँ से किस होटल से या है रेलवे स्टेशन बस स्टेशन से पिक करना है आप बता दीजिए,S4259001400330093,ɟˈi mˈɛːɖəm tˈoː mˈɛːɖəm ˌaːpkˌoː kˈʌhã seː kˈɪs hˈoːʈəl seː jˈaː hɛː ɾˈeːlʋˌeː sʈˈeːʃən bˈʌs sʈˈeːʃən seː pˈɪk kˈʌɾnˌaː hɛː ˌaːp bˈʌtaː dˈiːɟɪˌeː
wavs/000030.wav,जी मैडम,S4259001400330093,ɟˈi mˈɛːɖəm
wavs/000031.wav,जी जी जी,S4259001400330093,ɟˈi ɟˈi ɟˈi
wavs/000032.wav,जी,S4259001400330093,ɟˈi
wavs/000033.wav,हाँ ठीक है ना मैडम आप सुबह सुबह अगर आ रहे हैं तो मैं ड्राइवर को बोल देता हूँ और उसका नंबर कार का नंबर आपको शेयर कर देता हूँ आपको कुछ अमाउंट हमको एडवांस में डाल दें हज़ार दो हज़ार रूपए और हमने आपको जैसे बता ही दिया है जी,S4259001400330093,hˈã ʈʰˈiːk hɛː nˈaː mˈɛːɖəm ˌaːp sˈʊbəh sˈʊbəh ˌʌɡəɾ ˈaː ɾˌəheː hɛ̃ tˈoː mɛ̃ ɖɾˈaːɪʋˌəɾ koː bˈoːl dˈeːtaː hũ ɔːɾ ˌʊskˌaː nˈʌmbəɾ kˈaːɾ kaː nˈʌmbəɾ ˌaːpkˌoː ʃˈeːjəɾ kˈʌɾ dˈeːtaː hũ ˌaːpkˌoː kˈʊcʰ ˌʌmaːˈʊɳʈ hˈʌmkˌoː ˌeːɖʋˈãs mẽː ɖˈaːl dˈẽː həzˈaːɾ dˈoː həzˈaːɾ ɾˈuːpˌeː ɔːɾ hˈʌmnˌeː ˌaːpkˌoː ɟˈɛːseː bˈʌtaː hˈi dˈɪjaː hɛː ɟˈi
wavs/000034.wav,हाँ मैडम आप निश्चिंत रहिए आपको ड्राइवर बिल्कुल रेलवे स्टेशन पे रिसीव करने के लिए खड़ा मिलेगा,S4259001400330093,hˈã mˈɛːɖəm ˌaːp nɪʃcˈĩt ɾˈʌhɪˌeː ˌaːpkˌoː ɖɾˈaːɪʋˌəɾ bˈɪlkʊl ɾˈeːlʋˌeː sʈˈeːʃən pˈeː ɾɪsˈiːʋ kˈʌɾnˌeː keː lˈɪeː kʰˈʌr.aː mɪlˈeːɡaː
wavs/000035.wav,और आप सबसे पहले महाकाल जाना चाहेंगे या मैडम उज्जैन में और भी काफ़ी अच्छे स्थान हैं जहाँ पर आप दर्शन कर सकते हैं,S4259001400330093,ɔːɾ ˌaːp sˈʌbsˌeː pˈʌhəlˌeː mˌəhaːkˈaːl ɟˈaːnaː caːhˈẽːɡeː jˈaː mˈɛːɖəm ʊɟːˈɛːn mẽː ɔːɾ bʰˈi kˈaːfi ˈʌcʰcʰeː stʰˈaːn hɛ̃ ɟˈʌhã pˈʌɾ ˌaːp dˈʌrʃən kˈʌɾ sˈʌktˌeː hɛ̃
wavs/000036.wav,जी जी महाकाल दर्शन करने के बाद मैडम उसके पास में ही बड़ा गणपति जी का मंदिर है उसके पास में,S4259001400330093,ɟˈi ɟˈi mˌəhaːkˈaːl dˈʌrʃən kˈʌɾnˌeː keː bˈaːd mˈɛːɖəm ˌʊskˌeː pˈaːs mẽː hˈi bˈʌr.aː ɡˈʌɳəptɪ ɟˈi kaː mˈʌndɪɾ hɛː ˌʊskˌeː pˈaːs mˈẽː
