wav,text,speaker,phonemes
wavs/000000.wav,हाँ मैं एक कला प्रदर्शन में गई हूँ यह कला प्रदर्शन हमारे शहर के थोड़े जहाँ हम रहते हैं वहाँ से थोड़ी दूर,S4258500700340579,hˈã mɛ̃ ˈeːk kˈʌlaː pɾədˈʌrʃən mẽː ɡˈʌi hũ jˌəh kˈʌlaː pɾədˈʌrʃən həmˌaːɾeː ʃˈʌhəɾ keː tʰˈoːr.eː ɟˈʌhã hˌəm ɾˈʌhətˌeː hɛ̃ ʋˈʌhã seː tʰˈoːr.i dˈuːɾ
wavs/000001.wav,पर भोपाल शहर में लगा हुआ था यहाँ पर यहाँ पर कई ऐसी चीज़ें थीं जो हैंडमेड थीं मतलब हाथ से बनाई गई थीं इसमें जैसे कि मिट्टी के बर्तन हुए हाथ से बनाए हुए झूमर चटाइयाँ,S4258500700340579,pˈʌɾ bʰoːpˈaːl ʃˈʌhəɾ mẽː lˈʌɡaː hˈʊaː tʰaː jˈʌhã pˈʌɾ jˈʌhã pˈʌɾ kˈʌi ˈɛːsi cˈiːzẽː tʰĩ ɟˈoː hˌɛ̃ɖmˈeːɖ tʰĩ mˈʌtəlˌəb hˈaːtʰ seː bənˈaːi ɡˈʌi tʰĩ ˈɪsmˌẽː ɟˈɛːseː kˈɪ mˈɪʈʈi keː bˈʌɾtən hˈʊeː hˈaːtʰ seː bənˈaːeː hˈʊeː ɟʰˈuːməɾ cəʈˈaːɪjˌã
wavs/000002.wav,पलंग जैसे चारपाई फ़िर टेडी बीयर्स मतलब बहुत सी बच्चों की खेलने की चीज़ें यह सब कुछ बनाया गया था,S4258500700340579,pəlˈʌŋɡ ɟˈɛːseː cˌaːɾpˈaːi fˈɪɾ ʈˈeːɖi bijˈʌrs mˈʌtəlˌəb bˈʌhʊt sˈi bˈʌcːõ ki kʰˈeːlnˌeː ki cˈiːzẽː jˌəh sˈʌb kˈʊcʰ bənˈaːjaː ɡˈʌjaː tʰaː
wavs/000003.wav,इसमें हैंडमेड चीज़ें देखने में बहुत प्यारी बहुत सुंदर और बहुत आकर्षक,S4258500700340579,ˈɪsmˌẽː hˌɛ̃ɖmˈeːɖ cˈiːzẽː dˈeːkʰnˌeː mẽː bˈʌhʊt pːjˈaːɾi bˈʌhʊt sˈũdəɾ ɔːɾ bˈʌhʊt aːkˈʌrʂək
wavs/000004.wav,आकर्षिक होती हैं यह चीज़ें यह चीजें आसानी से मिलना मुश्किल होता है क्योंकि कई लोगों को चीज़ें बनाना आता है लेकिन उन्हें समझ नहीं आता कि हमें बनाना क्या है और कई लोगों को चीज़ें,S4258500700340579,aːkˈʌrʂɪk hˈoːti hɛ̃ jˌəh cˈiːzẽː jˌəh cˈiːɟẽː aːsˈaːni seː mˈɪlnˌaː mˈʊʃkɪl hˈoːtaː hɛː kːjˈõkɪ kˈʌi lˈoːɡõ koː cˈiːzẽː bənˈaːnaː ˈaːtaː hɛː lˈeːkɪn ˈʊnhẽː sˈʌməɟʰ nˈʌhĩ ˈaːtaː kˈɪ hˈʌmẽː bənˈaːnaː kːjaː hɛː ɔːɾ kˈʌi lˈoːɡõ koː cˈiːzẽː
wavs/000005.wav,बनाते बनती है लेकिन उनके पास चीज़ें होती नहीं हैं जिससे कि वह उस चीज़ को बना सकें उस चीज़ को बना पाएँ लेकिन,S4258500700340579,bənˈaːteː bˈʌntˌi hɛː lˈeːkɪn ˌʊnkˌeː pˈaːs cˈiːzẽː hˈoːti nˈʌhĩ hɛ̃ ɟˈɪssˌeː kˈɪ ʋˌəh ˈʊs cˈiːz koː bˈʌnaː sˈʌkẽː ˈʊs cˈiːz koː bˈʌnaː pˈaːj lˈeːkɪn
wavs/000006.wav,वहाँ पर इस चीज़ का आपने मेला नाम मेला जैसे शब्द सुना होगा जो ज़्यादातर गाँव में शहरों में,S4258500700340579,ʋˈʌhã pˈʌɾ ˈɪs cˈiːz kaː ˈaːpnˌeː mˈeːlaː nˈaːm mˈeːlaː ɟˈɛːseː ʃˈʌbd sˈʊnaː hˈoːɡaː ɟˈoː zjaːdˈaːtəɾ ɡˈãnʋ mẽː ʃˈʌhəɾˌõ mˈẽː
wavs/000007.wav,और कुछ बड़े बड़े शहरों में भी लगता है जैसे हमारे यहाँ पर एक शिवरात्रि का मेला लगता है जो बड़ा फेमस है यहाँ पर यहाँ पर कई ऐसी चीज़ें बनाई जाती हैं कई ऐसी चीज़ें बताई जाती हैं,S4258500700340579,ɔːɾ kˈʊcʰ bˈʌr.eː bˈʌr.eː ʃˈʌhəɾˌõ mẽː bʰˈi lˈʌɡtˌaː hɛː ɟˈɛːseː həmˌaːɾeː jˈʌhã pˈʌɾ ˈeːk ʃˌɪʋɾˈaːtɾɪ kaː mˈeːlaː lˈʌɡtˌaː hɛː ɟˈoː bˈʌr.aː pʰˈeːməs hɛː jˈʌhã pˈʌɾ jˈʌhã pˈʌɾ kˈʌi ˈɛːsi cˈiːzẽː bənˈaːi ɟˈaːti hɛ̃ kˈʌi ˈɛːsi cˈiːzẽː bətˈaːi ɟˈaːti hɛ̃
wavs/000008.wav,जिससे कि आप उसको जिससे कि आप उसका हैंडमेड चीज़ों का फायदा उठा सकते हैं आप वह चीज़ें आपको कम रेट में मार्केट से कम रेट में आपको मिल जाती है जिससे कि आप उसका,S4258500700340579,ɟˈɪssˌeː kˈɪ ˌaːp ˈʊskˌoː ɟˈɪssˌeː kˈɪ ˌaːp ˌʊskˌaː hˌɛ̃ɖmˈeːɖ cˈiːzõ kaː pʰˈaːjdˌaː ˈʊʈʰaː sˈʌktˌeː hɛ̃ ˌaːp ʋˌəh cˈiːzẽː ˌaːpkˌoː kˈʌm ɾˈeːʈ mẽː mˈaːɾkeːʈ seː kˈʌm ɾˈeːʈ mẽː ˌaːpkˌoː mˈɪl ɟˈaːti hɛː ɟˈɪssˌeː kˈɪ ˌaːp ˌʊskˌaː
wavs/000009.wav,उपयोग कर पाएँ आपको कई ऐसी चीज़ें समझ जैसे कि आपको जैसे कि अभी लकड़ी के झूमर बहुत,S4258500700340579,ˌʊpjˈoːɡ kˈʌɾ pˈaːj ˌaːpkˌoː kˈʌi ˈɛːsi cˈiːzẽː sˈʌməɟʰ ɟˈɛːseː kˈɪ ˌaːpkˌoː ɟˈɛːseː kˈɪ ˈʌbʰi lˈʌkr.ˌi keː ɟʰˈuːməɾ bˈʌhʊt
