wav,text,speaker,phonemes
wavs/000000.wav,नमस्ते,S4258986700320501,nəmˈʌsteː
wavs/000001.wav,नमस्ते,S4258986700320501,nəmˈʌsteː
wavs/000002.wav,हैलो,S4258986700320501,hˈɛːloː
wavs/000003.wav,आपके इवेंट में क्या क्या है,S4258986700320501,ˌaːpkˌeː ɪʋˈẽːʈ mẽː kːjaː kːjaː hɛː
wavs/000004.wav,आपके हैलो,S4258986700320501,ˌaːpkˌeː hˈɛːloː
wavs/000005.wav,आपके इवेंट में क्या क्या समान है,S4258986700320501,ˌaːpkˌeː ɪʋˈẽːʈ mẽː kːjaː kːjaː səmˈaːn hɛː
wavs/000006.wav,हमें एक बड़ा इवेंट करवाना है आपके इवेंट में कितना क्या क्या है जैसे मतलब डेकोरेशन के लिए आप क्या फ़्लावर यूज़ करते हो ऐसे मतलब केटरिंग के लिए क्या कैसा खाना होगा क्या क्या आइटम हैं,S4258986700320501,hˈʌmẽː ˈeːk bˈʌr.aː ɪʋˈẽːʈ kˌəɾʋˈaːnaː hɛː ˌaːpkˌeː ɪʋˈẽːʈ mẽː kˈɪtnˌaː kːjaː kːjaː hɛː ɟˈɛːseː mˈʌtəlˌəb ɖˌeːkoːɾˈeːʃən keː lˈɪeː ˌaːp kːjaː flˈaːʋəɾ jˈuːz kˈʌɾtˌeː hoː ˈɛːseː mˈʌtəlˌəb kˌeːʈɾˈĩɡ keː lˈɪeː kːjaː kˈɛːsaː kʰˈaːnaː hˈoːɡaː kːjaː kːjaː ˈaːɪʈˌəm hɛ̃
wavs/000007.wav,और हॉल कितना बड़ा होगा ये सब हमें पता जानकारी चाहिए,S4258986700320501,ɔːɾ hˈɔl kˈɪtnˌaː bˈʌr.aː hˈoːɡaː jeː sˈʌb hˈʌmẽː pˈʌtaː ɟˌaːnkˈaːɾi cˈaːhɪˌeː
wavs/000008.wav,डेकोरेशन के लिए कैसे फ़्लावर होंगे क्या मैनेज होगा खाने कि सुविधा कैसे होगी हल्दी की रसम है जैसे इसमें क्या क्या चीज़ होगी ऐसे,S4258986700320501,ɖˌeːkoːɾˈeːʃən keː lˈɪeː kˈɛːseː flˈaːʋəɾ hˈõɡeː kːjaː mɛːnˈeːɟ hˈoːɡaː kʰˈaːneː kˈɪ sˈʊʋɪdʰˌaː kˈɛːseː hˈoːɡi hˈʌldi ki ɾˈʌsəm hɛː ɟˈɛːseː ˈɪsmˌẽː kːjaː kːjaː cˈiːz hˈoːɡi ˈɛːseː
wavs/000009.wav,हाँ,S4258986700320501,hˈã
